InputID,TargetID,Distance
 ERI, COG,3180344.377827
 ERI, COD,2263951.09456795
 ERI, COK,17930266.7636943
 ERI, CRI,13163230.5950853
 ERI, CIV,4854169.88454015
 ERI, CIV,4854169.88454015
 ERI, HRV,4007233.42096483
 ERI, CUB,12239817.6702175
 ERI, CYP,2493143.83547618
 ERI, CZE,4402992.13218717
 ERI, DNK,5176862.38729434
 ERI, DJI,581194.072746264
 ERI, DMA,10648393.3586375
 ERI, DOM,11456386.9958234
 ERI, ECU,12921762.3096825
 ERI, EGY,1623587.58860369
 ERI, SLV,13466717.3472748
 ERI, GNQ,3494470.75256732
 ERI, EST,5000260.3084361
 ERI, ETH,781975.199861173
 ERI, FLK,11852628.2153053
 ERI, FRO,6344444.65293537
 ERI, FJI,15335417.5131392
 ERI, FIN,5532466.39034171
 ERI, FRA,4865403.50536832
 ERI, GUF,10118058.718002
 ERI, PYF,19927721.8146685
 ERI, ATF,7030063.00782135
 ERI, GAB,3483287.17045991
 ERI, GMB,5983593.43706781
 ERI, GEO,3023768.28709219
 ERI, DEU,4811438.48099671
 ERI, GHA,4532563.00859699
 ERI, GIB,4979099.28716422
 ERI, GRC,3137043.43960758
 ERI, GRL,8049036.79641187
 ERI, GRD,10790713.7996491
 ERI, GLP,10646386.3043774
 ERI, GUM,11273900.2929696
 ERI, GTM,13506152.3711572
 ERI, GGY,5360641.62099935
 ERI, GIN,5324099.17016638
 ERI, GNB,5841996.65496327
 ERI, GUY,10730786.170562
 ERI, HTI,11627824.9121824
 ERI, HMD,8198975.28911194
 ERI, VAT,3922719.58098868
 ERI, HND,13175920.6232725
 ERI, HKG,7897027.7343328
 ERI, HUN,3961465.8883802
 ERI, ISL,6984564.2625196
 ERI, IND,4064781.49153711
 ERI, IDN,9197277.45050038
 ERI, IRN,2358979.79392716
 ERI, IRQ,2056812.22031063
 ERI, IRL,5881699.12431652
 ERI, IMN,5751313.74042109
 ERI, ISR,1454200.99509237
 ERI, ITA,3969114.5813594
 ERI, JAM,12154354.6485438
 ERI, JPN,9830838.32888748
 ERI, JEY,5317303.08017666
 ERI, JOR,1798214.65512306
 ERI, KAZ,4525596.64218741
 ERI, KEN,1552314.22370114
 ERI, KIR,14652675.3571348
 ERI, PRK,8786770.88317525
 ERI, KOR,8892555.32914064
 ERI, KOR,8892555.32914064
 ERI, KWT,1819816.26639328
 ERI, KGZ,4510495.36806083
 ERI, LAO,7017492.53410738
 ERI, LVA,4808770.51490496
 ERI, LBN,2110400.71128255
 ERI, LSO,5051312.67305721
 ERI, LBR,5376343.34748145
 ERI, LBY,2549378.87780277
 ERI, LBY,2549378.87780277
 ERI, LIE,4487491.35072251
 ERI, LTU,4726641.70987006
 ERI, LUX,4864434.79369895
 ERI, MAC,7835612.64473543
 ERI, MKD,3393951.54124617
 ERI, MDG,3969157.93831621
 ERI, MWI,3199778.28146275
 ERI, MYS,8172167.06436315
 ERI, MDV,3948764.37684012
 ERI, MLI,4598858.3497584
 ERI, MLT,3351409.49883904
 ERI, MHL,13809584.0698242
 ERI, MTQ,10638741.8424558
 ERI, MRT,5424785.93401441
 ERI, MUS,4398937.63436456
 ERI, MYT,3152380.17883774
 ERI, MEX,14043561.9375358
 ERI, FSM,12906526.258795
 ERI, MDA,3667613.07960973
 ERI, MCO,4371374.41573064
 ERI, MNG,6974177.4639826
 ERI, MNE,3556076.19879654
 ERI, MSR,10692423.7665447
 ERI, MAR,4831344.62261092
 ERI, MOZ,3703727.03116671
 ERI, MMR,6242899.89966391
 ERI, MMR,6242899.89966391
 ERI, NAM,4745040.91012621
 ERI, NRU,14089989.7655672
 ERI, NPL,4849541.32299448
 ERI, NLD,5088962.04603682
 ERI, ANT,11519368.371911
 ERI, NCL,14355303.0316766
 ERI, NZL,14821818.7135132
 ERI, NIC,13126967.2366021
 ERI, NER,3325003.15238541
 ERI, NGA,3411562.13852013
 ERI, NIU,16931580.1388933
 ERI, NFK,14578683.5898782
 ERI, MNP,11310218.1395818
 ERI, NOR,5699717.13968211
 ERI, OMN,2016854.83468045
 ERI, PAK,3578849.02110309
 ERI, PLW,10389716.6848685
 ERI, PSE,1920985.38541512
 ERI, PAN,12798591.3264229
 ERI, PNG,12120280.0533756
 ERI, PRY,11356245.981486
 ERI, PER,12970953.2885911
 ERI, PHL,8911893.31346378
 ERI, PCN,18240795.3812359
 ERI, POL,4438127.41589885
 ERI, PRT,5306985.61778881
 ERI, PRI,11072621.9615472
 ERI, QAT,1726908.24696103
 ERI, REU,4385929.16933393
 ERI, ROU,3677799.08181323
 ERI, RUS,5075034.25650956
 ERI, RUS,5075034.25650956
 ERI, RWA,2125640.89072788
 ERI, SHN,5988063.7267106
 ERI, KNA,10728390.5880988
 ERI, LCA,10678009.2891601
 ERI, SPM,9205385.75769479
 ERI, VCT,10705487.4098055
 ERI, VCT,10705487.4098055
 ERI, VCT,10705487.4098055
 ERI, WSM,16653616.7622005
 ERI, SMR,4064756.08114629
 ERI, STP,3843269.77901921
 ERI, SAU,1272159.37688496
 ERI, SEN,5700311.84520006
 ERI, SRB,3639517.78720458
 ERI, SYC,2840872.9156051
 ERI, SLE,5540096.84344985
 ERI, SGP,7271479.21498473
 ERI, SVK,4137883.5300828
 ERI, SVN,4102759.73175785
 ERI, SLB,13461510.8728881
 ERI, SOM,1219213.58502497
 ERI, ZAF,5128800.80659395
 ERI, SGS,10473527.567707
 ERI, ESP,5001183.23319936
 ERI, LKA,4666622.01281023
 ERI, SDN,967887.583436214
 ERI, SUR,10439558.5381899
 ERI, SJM,7081250.49097302
 ERI, SWZ,4662420.3109617
 ERI, SWE,5553468.3676309
 ERI, CHE,4562134.43733877
 ERI, SYR,2217863.21022928
 ERI, TWN,8563955.90835985
 ERI, TWN,8563955.90835985
 ERI, TJK,4103627.3380539
 ERI, TZA,2364030.32014858
 ERI, THA,6537383.06056192
 ERI, TLS,9890008.07780456
 ERI, TGO,4193680.48483889
 ERI, TKL,16597619.9875964
 ERI, TON,16386934.0715071
 ERI, TTO,10757038.1304072
 ERI, TTO,10757038.1304072
 ERI, TUN,3674135.97122761
 ERI, TUR,2688214.47375155
 ERI, TKM,3441823.17260269
 ERI, TCA,11433103.2355444
 ERI, TUV,15502448.6811893
 ERI, UGA,1729154.60374008
 ERI, UKR,3824480.14065215
 ERI, ARE,1861017.32631499
 ERI, GBR,5597792.94668508
 ERI, USA,12564472.3233547
 ERI, UMI,13147380.296521
 ERI, URY,11365686.2198486
 ERI, UZB,3759619.08854248
 ERI, VUT,14468967.9252859
 ERI, VEN,11379230.2556803
 ERI, VEN,11379230.2556803
 ERI, VNM,7156130.80049522
 ERI, VNM,7156130.80049522
 ERI, VGB,10863806.9052129
 ERI, VIR,10903083.4818917
 ERI, WLF,16234143.0657057
 ERI, ESH,5519444.9024771
 ERI, YEM,967887.583436215
 ERI, ZMB,3462634.82777482
 ERI, ZWE,3994733.71213829
 EST, AFG,4077611.09929073
 EST, ALB,2045791.74926277
 EST, DZA,3870671.89077038
 EST, ASM,14873792.2336418
 EST, AND,2488856.95745023
 EST, AGO,7954137.61164827
 EST, AIA,8238266.14561483
 EST, ATA,16544634.8144805
 EST, ATG,8272615.69533169
 EST, ARG,13173528.4819545
 EST, ARM,2502018.5383957
 EST, ABW,9163491.23006474
 EST, AUS,13504054.0150707
 EST, AUT,1544578.34101186
 EST, AZE,2551325.69689425
 EST, BHS,8382842.9956421
 EST, BHR,4132428.50189117
 EST, BGD,6266696.75296164
 EST, BRB,8506611.41273509
 EST, BLR,679522.708740761
 EST, BEL,1666317.51808996
 EST, BLZ,9712867.89753686
 EST, BEN,5846590.7983749
 EST, BMU,7029372.01180635
 EST, BTN,5975985.22880137
 EST, BOL,11667067.6602589
 EST, BOL,11667067.6602589
 EST, BIH,1755895.01756613
 EST, BWA,8978358.70763448
 EST, BVT,12738504.9620929
 EST, BRA,10441450.0231889
 EST, IOT,8254340.38167385
 EST, BRN,9503817.97120703
 EST, BRN,9503817.97120703
 EST, BGR,1781282.39764302
 EST, BFA,5609676.40131003
 EST, BDI,6938734.55681601
 EST, KHM,8146911.31216608
 EST, CMR,6000494.51249348
 EST, CAN,5851203.72565152
 EST, CPV,6262461.30945182
 EST, CYM,9072425.0378351
 EST, CAF,5784424.38390357
 EST, TCD,4917809.95502437
 EST, CHL,13202963.864582
 EST, CHN,6140652.84303452
 EST, CXR,10414457.8961005
 EST, CCK,10124584.111371
 EST, COL,10085050.8355657
 EST, COM,8059037.78837408
 EST, COG,6723083.34785521
 EST, COD,6543255.94029909
 EST, COK,15785010.9404067
 EST, CRI,10172863.4188263
 EST, CIV,6238366.92293895
 EST, CIV,6238366.92293895
 EST, HRV,1694484.37281991
 EST, CUB,8854749.43393857
 EST, CYP,2573723.59656877
 EST, CZE,1232042.53745904
 EST, DNK,1012828.99975645
 EST, DJI,5460120.84355056
 EST, DMA,8398777.15050304
 EST, DOM,8588796.30592686
 EST, ECU,10967564.0031498
 EST, EGY,3568537.77389105
 EST, SLV,10055313.3686948
 EST, GNQ,6472821.95262121
 EST, ERI,5000260.3084361
 EST, ETH,5749445.0858859
 EST, FLK,14452985.7679857
 EST, FRO,1823222.04815938
 EST, FJI,14809358.46914
 EST, FIN,557185.019059882
 EST, FRA,2157539.56739143
 EST, GUF,8996831.64368146
 EST, PYF,14986304.3483816
 EST, ATF,11918274.2312223
 EST, GAB,6769959.58984112
 EST, GMB,6151440.97621936
 EST, GEO,2246967.52017275
 EST, DEU,1398979.48201607
 EST, GHA,6136419.38618768
 EST, GIB,3403512.63424696
 EST, GRC,2242362.42458003
 EST, GRL,3165355.23671114
 EST, GRD,8727610.84603957
 EST, GLP,8335057.87309884
 EST, GUM,10283837.7406527
 EST, GTM,9958867.8848074
 EST, GGY,2117228.01907119
 EST, GIN,6116960.70778855
 EST, GNB,6227974.87501062
 EST, GUY,9245802.09084565
 EST, HTI,8685288.21667538
 EST, HMD,13111887.9761074
 EST, VAT,2122350.00376962
 EST, HND,9818457.84928234
 EST, HKG,7809559.86047399
 EST, HUN,1393477.84189538
 EST, ISL,2346179.01001288
 EST, IND,5927700.98069964
 EST, IDN,10709612.1986765
 EST, IRN,3615621.54798627
 EST, IRQ,3185089.98414354
 EST, IRL,2196473.28189146
 EST, IMN,1930358.12004328
 EST, ISR,3546837.0208339
 EST, ITA,2014398.58757435
 EST, JAM,9032627.75003503
 EST, JPN,7764329.9774542
 EST, JEY,2114958.11142588
 EST, JOR,3202058.64631291
 EST, KAZ,2981180.82784223
 EST, KEN,6516836.58885912
 EST, KIR,12710413.6734141
 EST, PRK,6867789.08960379
 EST, KOR,7166688.58303962
 EST, KOR,7166688.58303962
 EST, KWT,3685804.58426824
 EST, KGZ,3920742.59661268
 EST, LAO,7679735.81682866
 EST, LVA,230463.49490969
 EST, LBN,2890773.42693979
 EST, LSO,9810096.03064059
 EST, LBR,6561445.90347716
 EST, LBY,3841996.47980101
 EST, LBY,3841996.47980101
 EST, LIE,1708486.62979056
 EST, LTU,354931.749899036
 EST, LUX,1638796.95100298
 EST, MAC,7782387.56111885
 EST, MKD,1929739.38755137
 EST, MDG,8964430.74655794
 EST, MWI,8068446.55920985
 EST, MYS,9568575.2120955
 EST, MDV,7381797.53426742
 EST, MLI,5263872.50042528
 EST, MLT,2707054.04553973
 EST, MHL,11739171.0316774
 EST, MTQ,8449982.86702858
 EST, MRT,5289755.64458235
 EST, MUS,9249684.72256464
 EST, MYT,8148955.29140863
 EST, MEX,9750389.70743038
 EST, FSM,11564553.832306
 EST, MDA,1350176.5596289
 EST, MCO,2120610.67685597
 EST, MNG,5216848.7726492
 EST, MNE,1952589.18020759
 EST, MSR,8323466.57889246
 EST, MAR,3788114.1248297
 EST, MOZ,8600895.78803365
 EST, MMR,6907528.12632782
 EST, MMR,6907528.12632782
 EST, NAM,9014632.35224425
 EST, NRU,12688887.5511984
 EST, NPL,5561910.13208908
 EST, NLD,1454730.0342104
 EST, ANT,9118511.86501045
 EST, NCL,14753429.6304805
 EST, NZL,17017090.5805739
 EST, NIC,9935030.55051764
 EST, NER,4996640.68096078
 EST, NGA,5644794.77210486
 EST, NIU,15385917.8021775
 EST, NFK,15604805.1967196
 EST, MNP,10159518.1163665
 EST, NOR,937685.592372205
 EST, OMN,4890638.77249669
 EST, PAK,4614865.81826871
 EST, PLW,10333864.586349
 EST, PSE,3080035.96197033
 EST, PAN,10053760.6853172
 EST, PNG,12309440.3728971
 EST, PRY,11835537.1020901
 EST, PER,11640949.6372311
 EST, PHL,9118052.87778784
 EST, PCN,15666354.1008674
 EST, POL,865861.018114031
 EST, PRT,3229166.94156661
 EST, PRI,8426665.12055608
 EST, QAT,4209259.78712317
 EST, REU,9283060.24399408
 EST, ROU,1448134.4284583
 EST, RUS,1356373.16810682
 EST, RUS,1356373.16810682
 EST, RWA,6773008.54032477
 EST, SHN,8791075.99981628
 EST, KNA,8300242.25877554
 EST, LCA,8531085.96639209
 EST, SPM,5327343.24514439
 EST, VCT,8594357.57454451
 EST, VCT,8594357.57454451
 EST, VCT,8594357.57454451
 EST, WSM,14740176.4925139
 EST, SMR,1932282.01166312
 EST, STP,6642105.62451315
 EST, SAU,4058941.04319224
 EST, SEN,5981687.63388182
 EST, SRB,1703400.62221362
 EST, SYC,7522980.68760666
 EST, SLE,6434802.64326031
 EST, SGP,9178872.4333128
 EST, SVK,1225747.66487767
 EST, SVN,1623236.09432152
 EST, SLB,13104887.408809
 EST, SOM,5771837.03401542
 EST, ZAF,9753699.67157538
 EST, SGS,13781211.7248441
 EST, ESP,2983763.40134207
 EST, LKA,7397274.66954377
 EST, SDN,4894854.30295531
 EST, SUR,9168305.60415798
 EST, SJM,2130670.18753904
 EST, SWZ,9488551.94413413
 EST, SWE,689530.720887468
 EST, CHE,1789544.11019521
 EST, SYR,2809814.8217138
 EST, TWN,8074896.43635395
 EST, TWN,8074896.43635395
 EST, TJK,3862777.62971917
 EST, TZA,7250691.3557301
 EST, THA,7672750.62628159
 EST, TLS,11361832.7096451
 EST, TGO,6038124.51291185
 EST, TKL,14252223.3280937
 EST, TON,15358121.3443856
 EST, TTO,8794459.13300132
 EST, TTO,8794459.13300132
 EST, TUN,3049690.76828382
 EST, TUR,2314732.13801737
 EST, TKM,3184717.35324404
 EST, TCA,8380509.88509745
 EST, TUV,13870372.531892
 EST, UGA,6453404.3371804
 EST, UKR,1179381.04952691
 EST, ARE,4466095.97925639
 EST, GBR,1796528.18281271
 EST, USA,8042997.97666787
 EST, UMI,10614827.4381956
 EST, URY,12655764.1868991
 EST, UZB,3308920.34119523
 EST, VUT,14273529.3113045
 EST, VEN,9363944.19734229
 EST, VEN,9363944.19734229
 EST, VNM,7923535.22279744
 EST, VNM,7923535.22279744
 EST, VGB,8290450.33326967
 EST, VIR,8324880.65427217
 EST, WLF,14609425.2943602
 EST, ESH,4890872.21720021
 EST, YEM,5209505.30659255
 EST, ZMB,8209743.24897473
 EST, ZWE,8762737.96572711
 ETH, AFG,3923776.47901875
 ETH, ALB,4066667.3740913
 ETH, DZA,4291007.5460214
 ETH, ASM,16899805.1263125
 ETH, AND,5223145.78955344
 ETH, AGO,3129534.68807366
 ETH, AIA,10906224.2295627
 ETH, ATA,10886617.4411936
 ETH, ATG,10789086.7647573
 ETH, ARG,11612117.6041368
 ETH, ARM,3612766.25111786
 ETH, ABW,11750748.6958073
 ETH, AUS,10908259.8534227
 ETH, AUT,4947117.87949927
 ETH, AZE,3721907.00547011
 ETH, BHS,12030449.8584387
 ETH, BHR,2394851.7128218
 ETH, BGD,5803743.96761849
 ETH, BRB,10624617.2095144
 ETH, BLR,5071569.73621077
 ETH, BEL,5686406.48579512
 ETH, BLZ,13541404.7799873
 ETH, BEN,3935501.57503977
 ETH, BMU,10723275.6354847
 ETH, BTN,5919669.61000337
 ETH, BOL,11651333.9280615
 ETH, BOL,11651333.9280615
 ETH, BIH,4436722.55196893
 ETH, BWA,3653459.02487381
 ETH, BVT,7636183.58836054
 ETH, BRA,10496648.7811043
 ETH, IOT,4028654.72967049
 ETH, BRN,8482411.47531548
 ETH, BRN,8482411.47531548
 ETH, BGR,4081100.60865111
 ETH, BFA,4408889.74636227
 ETH, BDI,1551242.55115544
 ETH, KHM,7336577.14382968
 ETH, CMR,2880853.34095843
 ETH, CAN,11411834.1538327
 ETH, CPV,6787498.66845268
 ETH, CYM,12637037.228047
 ETH, CAF,1879461.74147992
 ETH, TCD,2211080.73423785
 ETH, CHL,12284476.5751444
 ETH, CHN,7412996.45909856
 ETH, CXR,7771252.90915018
 ETH, CCK,6891679.98025806
 ETH, COL,12151534.8171186
 ETH, COM,2334979.11665987
 ETH, COG,2740022.41621543
 ETH, COD,1692122.18594076
 ETH, COK,17617856.3471035
 ETH, CRI,13304652.5233186
 ETH, CIV,4738179.86750044
 ETH, CIV,4738179.86750044
 ETH, HRV,4654050.49199272
 ETH, CUB,12516435.2875041
 ETH, CYP,3205840.2636457
 ETH, CZE,5079937.70411159
 ETH, DNK,5863246.04665915
 ETH, DJI,671364.818913392
 ETH, DMA,10772917.605195
 ETH, DOM,11660142.6730886
 ETH, ECU,12859820.4264106
 ETH, EGY,2266193.15670437
 ETH, SLV,13690013.917983
 ETH, GNQ,3173608.03980026
 ETH, ERI,781975.199861173
 ETH, EST,5749445.0858859
 ETH, FLK,11184265.2089494
 ETH, FRO,7015772.15828212
 ETH, FJI,15251968.8214838
 ETH, FIN,6288272.77058363
 ETH, FRA,5436820.93564199
 ETH, GUF,10067013.2485876
 ETH, PYF,19201680.3445001
 ETH, ATF,6365689.62704454
 ETH, GAB,3078885.27491717
 ETH, GMB,5988244.42891399
 ETH, GEO,3805685.51701988
 ETH, DEU,5462826.7367123
 ETH, GHA,4407909.38369481
 ETH, GIB,5386331.24683377
 ETH, GRC,3788928.74371069
 ETH, GRL,8750015.67074997
 ETH, GRD,10872757.0889322
 ETH, GLP,10782606.9799754
 ETH, GUM,11602764.4120821
 ETH, GTM,13760927.343828
 ETH, GGY,5945716.27838962
 ETH, GIN,5275814.5125989
 ETH, GNB,5819607.67050247
 ETH, GUY,10709882.9076697
 ETH, HTI,11838552.798908
 ETH, HMD,7514829.04289914
 ETH, VAT,4518678.00129516
 ETH, HND,13401438.5026576
 ETH, HKG,8262869.76679846
 ETH, HUN,4649301.46973992
 ETH, ISL,7655989.08013551
 ETH, IND,4404033.98760606
 ETH, IDN,9216981.23067921
 ETH, IRN,3077729.90371101
 ETH, IRQ,2836400.79073788
 ETH, IRL,6479699.91130536
 ETH, IMN,6371659.52640634
 ETH, ISR,2216287.90137757
 ETH, ITA,4577107.13740457
 ETH, JAM,12377358.6127701
 ETH, JPN,10383908.573051
 ETH, JEY,5901381.487011
 ETH, JOR,2554803.12428378
 ETH, KAZ,5258223.90447334
 ETH, KEN,774077.323323831
 ETH, KIR,14933506.7464561
 ETH, PRK,9360358.17986058
 ETH, KOR,9438179.43106558
 ETH, KOR,9438179.43106558
 ETH, KWT,2569232.29010751
 ETH, KGZ,5166972.27283115
 ETH, LAO,7317499.77446677
 ETH, LVA,5551792.60758602
 ETH, LBN,2869168.66769777
 ETH, LSO,4272435.40492343
 ETH, LBR,5245578.77754925
 ETH, LBY,2918077.34591074
 ETH, LBY,2918077.34591074
 ETH, LIE,5112301.87423776
 ETH, LTU,5464465.02121483
 ETH, LUX,5492269.56638424
 ETH, MAC,8199704.61261186
 ETH, MKD,4066120.80601282
 ETH, MDG,3250225.12767166
 ETH, MWI,2418439.05576206
 ETH, MYS,8271937.2275952
 ETH, MDV,3911233.78145436
 ETH, MLI,4662381.27121288
 ETH, MLT,3894942.6728782
 ETH, MHL,14178651.0939685
 ETH, MTQ,10752377.0164096
 ETH, MRT,5540429.76530177
 ETH, MUS,3790803.31272187
 ETH, MYT,2436470.57812017
 ETH, MEX,14479989.9722195
 ETH, FSM,13201336.1010264
 ETH, MDA,4406670.77819141
 ETH, MCO,4950716.20795879
 ETH, MNG,7602219.6883345
 ETH, MNE,4204955.50161748
 ETH, MSR,10837126.9723949
 ETH, MAR,5174156.90050295
 ETH, MOZ,2921958.42421016
 ETH, MMR,6595514.93673368
 ETH, MMR,6595514.93673368
 ETH, NAM,4033191.1069553
 ETH, NRU,14311013.811238
 ETH, NPL,5308716.71496011
 ETH, NLD,5735949.56986174
 ETH, ANT,11627035.4079527
 ETH, NCL,14214697.2990448
 ETH, NZL,14347706.790998
 ETH, NIC,13316362.6109114
 ETH, NER,3380307.94040659
 ETH, NGA,3305022.27239194
 ETH, NIU,16783203.2511864
 ETH, NFK,14306950.0733811
 ETH, MNP,11663259.3400165
 ETH, NOR,6413650.85287469
 ETH, OMN,2497973.43741955
 ETH, PAK,4130494.07963677
 ETH, PLW,10613194.2938506
 ETH, PSE,2672420.6312159
 ETH, PAN,12906774.0321593
 ETH, PNG,12197673.4545586
 ETH, PRY,10971319.7705599
 ETH, PER,12787413.6589703
 ETH, PHL,9174072.25191725
 ETH, PCN,17602603.4173874
 ETH, POL,5148352.37411353
 ETH, PRT,5750518.44115289
 ETH, PRI,11251233.8792822
 ETH, QAT,2393043.90929495
 ETH, REU,3750264.27953954
 ETH, ROU,4391893.33831889
 ETH, RUS,5856989.79780026
 ETH, RUS,5856989.79780026
 ETH, RWA,1418348.30933497
 ETH, SHN,5495726.62689168
 ETH, KNA,10882457.3345218
 ETH, LCA,10781743.5574601
 ETH, SPM,9694496.97363087
 ETH, VCT,10801071.2239906
 ETH, VCT,10801071.2239906
 ETH, VCT,10801071.2239906
 ETH, WSM,16663571.2568832
 ETH, SMR,4678435.93195669
 ETH, STP,3523961.41180665
 ETH, SAU,2023110.55416791
 ETH, SEN,5711005.05211991
 ETH, SRB,4317377.51798386
 ETH, SYC,2405183.70540438
 ETH, SLE,5450159.65083065
 ETH, SGP,7330007.87599334
 ETH, SVK,4831153.4709245
 ETH, SVN,4752396.17110772
 ETH, SLB,13538522.7937731
 ETH, SOM,1229488.87568794
 ETH, ZAF,4360954.23879891
 ETH, SGS,9772724.98507522
 ETH, ESP,5469345.8282663
 ETH, LKA,4745273.39555232
 ETH, SDN,1166301.14685527
 ETH, SUR,10396793.6079913
 ETH, SJM,7845736.7562946
 ETH, SWZ,3880980.5427329
 ETH, SWE,6280491.18385902
 ETH, CHE,5176571.11098903
 ETH, SYR,2989941.1898141
 ETH, TWN,8954148.74752756
 ETH, TWN,8954148.74752756
 ETH, TJK,4760176.83321578
 ETH, TZA,1583547.61863041
 ETH, THA,6788843.25573695
 ETH, TLS,9878044.07122596
 ETH, TGO,4059212.17667288
 ETH, TKL,16732586.9492636
 ETH, TON,16237108.9531424
 ETH, TTO,10822183.9354735
 ETH, TTO,10822183.9354735
 ETH, TUN,4138456.25393754
 ETH, TUR,3446970.32499154
 ETH, TKM,4166060.30723055
 ETH, TCA,11675570.7106263
 ETH, TUV,15628869.6005218
 ETH, UGA,1020793.76388
 ETH, UKR,4579666.12095732
 ETH, ARE,2458202.00008352
 ETH, GBR,6225193.67575272
 ETH, USA,13110891.508298
 ETH, UMI,13636177.8834439
 ETH, URY,10865290.9065407
 ETH, UZB,4469039.83902698
 ETH, VUT,14424392.5157998
 ETH, VEN,11420174.0222381
 ETH, VEN,11420174.0222381
 ETH, VNM,7429537.58355243
 ETH, VNM,7429537.58355243
 ETH, VGB,11038769.845295
 ETH, VIR,11077014.1620071
 ETH, WLF,16251234.7340661
 ETH, ESH,5712289.55560129
 ETH, YEM,1337193.09398193
 ETH, ZMB,2692501.56862208
 ETH, ZWE,3218676.05833749
 FLK, AFG,15102872.7089438
 FLK, ALB,12789348.9114105
 FLK, DZA,10700501.5014974
 FLK, ASM,10151039.6760995
 FLK, AND,11964260.3789118
 FLK, AGO,8066456.7571942
 FLK, AIA,7764787.09207756
 FLK, ATA,4266438.4234523
 FLK, ATG,7626230.04180815
 FLK, ARG,2012530.51482154
 FLK, ARM,14249381.7692426
 FLK, ABW,7196315.05838911
 FLK, AUS,11202473.8965205
 FLK, AUT,12956521.6367781
 FLK, AZE,14448847.0699187
 FLK, BHS,8581089.94984525
 FLK, BHR,13561231.1719068
 FLK, BGD,15957238.5242835
 FLK, BRB,7191865.31130144
 FLK, BLR,14146170.9163409
 FLK, BEL,12820402.4791493
 FLK, BLZ,8171133.6779783
 FLK, BEN,8945051.68449993
 FLK, BMU,9331314.65264964
 FLK, BTN,16308075.3068071
 FLK, BOL,3891561.16760868
 FLK, BOL,3891561.16760868
 FLK, BIH,12924528.4177374
 FLK, BWA,7644323.99034978
 FLK, BVT,4052630.44076791
 FLK, BRA,4643960.03231653
 FLK, IOT,12078354.814755
 FLK, BRN,14733460.7003084
 FLK, BRN,14733460.7003084
 FLK, BGR,13235949.6646637
 FLK, BFA,9020353.36294126
 FLK, BDI,9635929.67639628
 FLK, KHM,15474173.8338849
 FLK, CMR,9244174.47474224
 FLK, CAN,12803367.5661656
 FLK, CPV,8235460.43948703
 FLK, CYM,8165741.66389996
 FLK, CAF,9931718.2412088
 FLK, TCD,10499804.6082332
 FLK, CHL,2610649.10351324
 FLK, CHN,17752165.029659
 FLK, CXR,12952251.1990216
 FLK, CCK,12516195.4412888
 FLK, COL,6299884.03482691
 FLK, COM,9847079.51438016
 FLK, COG,8824167.87634407
 FLK, COD,9594491.10275277
 FLK, COK,8890631.79308825
 FLK, CRI,7250558.51768067
 FLK, CIV,8377268.53103955
 FLK, CIV,8377268.53103955
 FLK, HRV,12887480.815307
 FLK, CUB,8368815.44858361
 FLK, CYP,12983846.7851572
 FLK, CZE,13262791.8607055
 FLK, DNK,13516361.1160448
 FLK, DJI,11830297.7222766
 FLK, DMA,7444069.32743343
 FLK, DOM,7919196.97775354
 FLK, ECU,5778510.80143607
 FLK, EGY,12250260.2095683
 FLK, SLV,7819437.61985714
 FLK, GNQ,8756117.63050588
 FLK, ERI,11852628.2153053
 FLK, EST,14452985.7679857
 FLK, ETH,11184265.2089494
 FLK, FRO,13419345.9138542
 FLK, FJI,10683718.9958516
 FLK, FIN,14766411.9425809
 FLK, FRA,12300893.8701362
 FLK, GUF,6204051.98842025
 FLK, PYF,8095216.26964721
 FLK, ATF,8292774.56805818
 FLK, GAB,8605718.69598372
 FLK, GMB,8301920.87640297
 FLK, GEO,14293457.6902711
 FLK, DEU,13056845.6355633
 FLK, GHA,8551622.54505969
 FLK, GIB,11050715.9848983
 FLK, GRC,12740527.8261833
 FLK, GRL,13808351.8887926
 FLK, GRD,7080204.95155561
 FLK, GLP,7537014.69942212
 FLK, GUM,15257620.1337132
 FLK, GTM,8041204.05761163
 FLK, GGY,12425768.4190016
 FLK, GIN,8388454.05479719
 FLK, GNB,8231527.21389465
 FLK, GUY,6288412.75691863
 FLK, HTI,7945444.60918936
 FLK, HMD,7536926.50807584
 FLK, VAT,12451552.4390203
 FLK, HND,7859360.88392159
 FLK, HKG,16677892.2266807
 FLK, HUN,13274025.3336014
 FLK, ISL,13416741.6118469
 FLK, IND,14831305.2870249
 FLK, IDN,13714803.736027
 FLK, IRN,14199819.5189653
 FLK, IRQ,13663096.2586204
 FLK, IRL,12547246.6055558
 FLK, IMN,12785947.3931898
 FLK, ISR,12797123.9800403
 FLK, ITA,12551502.1237713
 FLK, JAM,7960430.56987068
 FLK, JPN,17801502.2192395
 FLK, JEY,12416505.025322
 FLK, JOR,12972105.8241116
 FLK, KAZ,16268312.14628
 FLK, KEN,10577997.529961
 FLK, KIR,12638732.3037288
 FLK, PRK,18620287.3407107
 FLK, KOR,18288184.7994797
 FLK, KOR,18288184.7994797
 FLK, KWT,13627212.8963342
 FLK, KGZ,16351218.5773806
 FLK, LAO,16006289.8460075
 FLK, LVA,14271756.2129679
 FLK, LBN,13185966.572945
 FLK, LSO,7329612.26071519
 FLK, LBR,7981751.20622807
